id,name,slug,start_date,end_date,city,state_region,country,category,event_type,venue,description,website,source_url
CONV-132,International Conference on Computer Science and Technology 2026,international-conference-on-computer-science-and-technology-2026-new-york-2026,2026-12-09,2026-12-10,New York,NY,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-133,International Conference on Machine Learning and Cybernetics 2026,international-conference-on-machine-learning-and-cybernetics-2026-new-york-2026,2026-12-09,2026-12-10,New York,NY,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-134,International Conference on Ubiquitous Intelligence and Computing 2026,international-conference-on-ubiquitous-intelligence-and-computing-2026-new-york-2026,2026-12-09,2026-12-10,New York,NY,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-135,"International Conference on Computer Science, Cybersecurity and Information Technology 2026",international-conference-on-computer-science-cybersecurity-and-information-technology-2026-new-york-2026,2026-12-09,2026-12-10,New York,NY,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-136,International Conference on Artificial Neural Networks 2026,international-conference-on-artificial-neural-networks-2026-new-york-2026,2026-12-09,2026-12-10,New York,NY,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-137,"International Conference on Computer Science, Programming and Security 2026",international-conference-on-computer-science-programming-and-security-2026-new-york-2026,2026-12-09,2026-12-10,New York,NY,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-138,"International Conference on Artificial Life, Robotics and Artificial Intelligence 2026",international-conference-on-artificial-life-robotics-and-artificial-intelligence-2026-new-york-2026,2026-12-09,2026-12-10,New York,NY,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-139,International Conference on Computing and Information Technology 2026,international-conference-on-computing-and-information-technology-2026-honolulu-2026,2026-12-20,2026-12-21,Honolulu,HI,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-140,International Conference on Computer Science and Intelligent Systems 2026,international-conference-on-computer-science-and-intelligent-systems-2026-honolulu-2026,2026-12-20,2026-12-21,Honolulu,HI,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-141,International Conference on Machine Learning and Cybernetics 2026,international-conference-on-machine-learning-and-cybernetics-2026-honolulu-2026,2026-12-20,2026-12-21,Honolulu,HI,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-142,International Conference on Computational Intelligence in Security Information Systems 2026,international-conference-on-computational-intelligence-in-security-information-systems-2026-honolulu-2026,2026-12-20,2026-12-21,Honolulu,HI,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-143,International Conference on Ubiquitous Intelligence and Computing 2026,international-conference-on-ubiquitous-intelligence-and-computing-2026-honolulu-2026,2026-12-20,2026-12-21,Honolulu,HI,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-144,"International Conference on Computer Science, Cybersecurity and Information Technology 2026",international-conference-on-computer-science-cybersecurity-and-information-technology-2026-honolulu-2026,2026-12-20,2026-12-21,Honolulu,HI,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-145,International Conference on Computing and Artificial Intelligence 2026,international-conference-on-computing-and-artificial-intelligence-2026-miami-2026,2026-03-11,2026-03-12,Miami,FL,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-146,International Conference on Artificial Neural Networks and Machine Learning 2026,international-conference-on-artificial-neural-networks-and-machine-learning-2026-miami-2026,2026-03-11,2026-03-12,Miami,FL,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-147,International Conference on Machine Learning and Cybernetics 2026,international-conference-on-machine-learning-and-cybernetics-2026-miami-2026,2026-03-11,2026-03-12,Miami,FL,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-148,International Conference on Ubiquitous Intelligence and Computing 2026,international-conference-on-ubiquitous-intelligence-and-computing-2026-miami-2026,2026-03-11,2026-03-12,Miami,FL,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-149,International Conference on Artificial Intelligence and Neural Networks 2026,international-conference-on-artificial-intelligence-and-neural-networks-2026-new-york-2026,2026-03-17,2026-03-18,New York,NY,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-150,International Conference on Computing and Information Technology 2026,international-conference-on-computing-and-information-technology-2026-new-york-2026,2026-03-17,2026-03-18,New York,NY,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-151,International Conference on Machine Learning and Cybernetics 2026,international-conference-on-machine-learning-and-cybernetics-2026-new-york-2026,2026-03-17,2026-03-18,New York,NY,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-152,International Conference on Computing and Information Technology 2026,international-conference-on-computing-and-information-technology-2026-las-vegas-2026,2026-03-24,2026-03-25,Las Vegas,NV,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-153,International Conference on Machine Learning and Cybernetics 2026,international-conference-on-machine-learning-and-cybernetics-2026-las-vegas-2026,2026-03-24,2026-03-25,Las Vegas,NV,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-154,International Conference on Ubiquitous Intelligence and Computing 2026,international-conference-on-ubiquitous-intelligence-and-computing-2026-las-vegas-2026,2026-03-24,2026-03-25,Las Vegas,NV,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-155,"International Conference on Computer Science, Cybersecurity and Information Technology 2026",international-conference-on-computer-science-cybersecurity-and-information-technology-2026-las-vegas-2026,2026-03-24,2026-03-25,Las Vegas,NV,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-156,International Conference on Computer Science and Information Technology 2026,international-conference-on-computer-science-and-information-technology-2026-boston-2026,2026-04-22,2026-04-23,Boston,MA,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-157,International Conference on Artificial Intelligence and Neural Networks 2026,international-conference-on-artificial-intelligence-and-neural-networks-2026-new-york-2026,2026-04-22,2026-04-23,New York,NY,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-158,International Conference on Pattern Recognition and Computer Vision 2026,international-conference-on-pattern-recognition-and-computer-vision-2026-new-york-2026,2026-04-22,2026-04-23,New York,NY,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-159,International Conference on Computing and Information Technology 2026,international-conference-on-computing-and-information-technology-2026-boston-2026,2026-04-22,2026-04-23,Boston,MA,USA,Technology,Conference,To be announced,"Technology conference covering computing, cybersecurity, software engineering, information systems and digital infrastructure.",https://conferenceindex.org/conferences/artificial-intelligence/united-states,https://conferenceindex.org/conferences/artificial-intelligence/united-states
CONV-160,International Conference on Next-Generation AI Technologies 2026,international-conference-on-next-generation-ai-technologies-2026-boston-2026,2026-08-14,2026-08-15,Boston,MA,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/event/international-conference-on-next-generation-ai-technologies-icngait-2026-august-boston-us,https://conferenceindex.org/event/international-conference-on-next-generation-ai-technologies-icngait-2026-august-boston-us
CONV-161,International Conference on Next-Generation AI & Machine Learning 2026,international-conference-on-next-generation-ai-machine-learning-2026-boston-2026,2026-11-02,2026-11-04,Boston,MA,USA,AI,Conference,To be announced,"Academic and professional conference focused on artificial intelligence, machine learning, neural networks, automation and applied intelligent systems.",https://conferenceindex.org/event/next-generation-ai-machine-learning-nxt-ai-2026-november-boston-us,https://conferenceindex.org/event/next-generation-ai-machine-learning-nxt-ai-2026-november-boston-us
CONV-162,Money Alpha 360° 2026,money-alpha-360-2026-greater-noida-2026,2026-04-25,2026-04-26,Greater Noida,Uttar Pradesh,India,Finance,Expo,India Expo Centre and Mart,"Fintech and finance event highlighting digital payments, UPI, financial infrastructure and India’s digital finance ecosystem.",https://timesofindia.indiatimes.com/city/noida/nandi-inaugurates-fintech-event-at-expo-mart/articleshow/130503211.cms,https://timesofindia.indiatimes.com/city/noida/nandi-inaugurates-fintech-event-at-expo-mart/articleshow/130503211.cms
CONV-163,Mumbai Tech Week 2026,mumbai-tech-week-2026-mumbai-2026,2026-05-29,2026-05-30,Mumbai,Maharashtra,India,AI,Conference,Jio World Convention Centre,"Technology week focused on AI in action, startups, investors, developers, policymakers and the digital innovation ecosystem.",https://m.economictimes.com/small-biz/security-tech/technology/mumbai-tech-week-2026-returns-with-ai-in-action/articleshow/130573139.cms,https://m.economictimes.com/small-biz/security-tech/technology/mumbai-tech-week-2026-returns-with-ai-in-action/articleshow/130573139.cms
CONV-164,Pan-IIT Bengaluru Summit 2026,pan-iit-bengaluru-summit-2026-bengaluru-2026,2026-05-16,2026-05-16,Bengaluru,Karnataka,India,Technology,Summit,Bengaluru,"Technology sovereignty summit featuring AI, semiconductors, energy, mobility, startups, CXO roundtables and innovation showcases.",https://timesofindia.indiatimes.com/city/bengaluru/pan-iit-bengaluru-summit-on-may-16/articleshow/130521323.cms,https://timesofindia.indiatimes.com/city/bengaluru/pan-iit-bengaluru-summit-on-may-16/articleshow/130521323.cms
CONV-165,Australian Hi-Fi Show Sydney 2026,australian-hi-fi-show-sydney-2026-sydney-2026,2026-05-01,2026-05-03,Sydney,NSW,Australia,Electronics,Trade Show,Sydney Central Hotel,"Consumer electronics and audio visual trade show featuring high-end audio, speakers, headphones, amplifiers and smart home technology.",https://www.whathifi.com/tech-events/australian-hi-fi-show-sydney-2026-announced-new-attractions,https://www.whathifi.com/tech-events/australian-hi-fi-show-sydney-2026-announced-new-attractions
CONV-166,FinTech & Financial Institutions Research Conference 2026,fintech-financial-institutions-research-conference-2026-philadelphia-2026,2026-04-03,2026-04-03,Philadelphia,PA,USA,Finance,Research Conference,Federal Reserve Bank of Philadelphia,"Academic and policy conference on fintech, financial institutions and research in banking innovation.",https://lerner.udel.edu/faculty-and-research/lectures-seminars/fintech-financial-institutions-research-conference/,https://lerner.udel.edu/faculty-and-research/lectures-seminars/fintech-financial-institutions-research-conference/
CONV-167,BFSI Nexus Conference 2026,bfsi-nexus-conference-2026-jersey-city-2026,2026-05-04,2026-05-05,Jersey City,NJ,USA,Finance,Conference,The Westin Jersey City Newport,"Banking, financial services and insurance executive forum focused on technology, digital transformation and industry strategy.",https://www.fintechweekly.com/fintech-conferences/,https://www.fintechweekly.com/fintech-conferences/
CONV-168,PAYMENTS FORUM 2026,payments-forum-2026-orlando-2026,2026-05-04,2026-05-07,Orlando,FL,USA,Finance,Forum,Orlando World Center Marriott,"Payments forum for financial institutions, card issuers, processors, merchants and retail financial services leaders.",https://www.fisglobal.com/about-us/fis-events,https://www.fisglobal.com/about-us/fis-events
CONV-169,Finance Magnates Africa Summit 2026,finance-magnates-africa-summit-2026-cape-town-2026,2026-05-27,2026-05-29,Cape Town,Western Cape,South Africa,Finance,Summit,Cape Town,"Fintech, online trading and financial services summit for African markets and global financial technology companies.",https://dev.events/fintech,https://dev.events/fintech
CONV-170,BFSI IT Summit Philippines 2026,bfsi-it-summit-philippines-2026-manila-2026,2026-05-26,2026-05-27,Manila,Metro Manila,Philippines,Finance,Summit,Manila,"BFSI technology summit focused on banking IT, cybersecurity, payments and digital transformation.",https://dev.events/fintech,https://dev.events/fintech
CONV-171,Digital Age Tech Summit 2026,digital-age-tech-summit-2026-istanbul-2026,2026-05-04,2026-05-05,Istanbul,Istanbul,Turkey,Technology,Summit,Zorlu Performing Arts Center,"Technology summit exploring human-centered innovation, digital transformation, AI and business leadership.",https://10times.com/artificial-intelligence/conferences,https://10times.com/artificial-intelligence/conferences
CONV-172,Future Workplace Summit 2026,future-workplace-summit-2026-new-york-2026,2026-05-01,2026-05-01,New York,NY,USA,Business,Summit,@Ease,"Future of work conference covering workplace transformation, business services, AI and enterprise technology.",https://10times.com/artificial-intelligence/conferences,https://10times.com/artificial-intelligence/conferences
CONV-173,International Conference on Artificial Intelligence and Soft Computing 2026,international-conference-on-artificial-intelligence-and-soft-computing-2026-berlin-2026,2026-04-30,2026-05-01,Berlin,Berlin,Germany,AI,Conference,Mercure Hotel Berlin City,"AI and soft computing research conference focused on intelligent systems, algorithms and applied machine learning.",https://10times.com/artificial-intelligence/conferences,https://10times.com/artificial-intelligence/conferences
CONV-174,Revolution Summit 2026,revolution-summit-2026-paris-2026,2026-03-10,2026-03-10,Paris,Île-de-France,France,AI,Summit,Palais de Tokyo,Executive summit focused on the role of artificial intelligence in organizational strategy and responsible business transformation.,https://10times.com/e1hx-fd34-3zgk-0-revolution-summit,https://10times.com/e1hx-fd34-3zgk-0-revolution-summit
CONV-175,Annual Artificial Intelligence in Financial Services Conference 2026,annual-artificial-intelligence-in-financial-services-conference-2026-london-2026,2026-11-18,2026-11-19,London,England,United Kingdom,Finance,Conference,London,"Financial services conference exploring AI adoption, innovation, risk, automation and business model transformation.",https://10times.com/artificial-intelligence-in-financial-services,https://10times.com/artificial-intelligence-in-financial-services
CONV-176,Accelerate 2026,accelerate-2026-austin-2026,2026-04-21,2026-04-23,Austin,TX,USA,Finance,Conference,Austin,"Financial compliance and AI conference covering advisor oversight, compliance workflows and operational trust.",https://10times.com/e1zx-r583-ff3g,https://10times.com/e1zx-r583-ff3g
CONV-177,Gartner Finance Symposium/Xpo 2026,gartner-finance-symposium-xpo-2026-national-harbor-2026,2026-05-26,2026-05-28,National Harbor,MD,USA,Finance,Symposium,Gaylord National Resort & Convention Center,"Finance leadership symposium focused on CFO priorities, technology, data, risk and transformation.",https://dev.events/fintech,https://dev.events/fintech
CONV-178,Conversion Conf Warsaw 2026,conversion-conf-warsaw-2026-warsaw-2026,2026-04-01,2026-04-02,Warsaw,Masovian,Poland,Marketing,Conference,Warsaw,"Affiliate and conversion marketing conference focused on performance, analytics, optimization and growth.",https://www.marketingterms.com/conferences/,https://www.marketingterms.com/conferences/
CONV-179,Digital Marketing Europe 2026,digital-marketing-europe-2026-lisbon-2026,2026-04-14,2026-04-16,Lisbon,Lisbon,Portugal,Marketing,Conference,Lisbon,"Digital marketing conference focused on content, performance marketing, AI, analytics and marketing operations.",https://www.marketingterms.com/conferences/,https://www.marketingterms.com/conferences/
CONV-180,App Promotion Summit London 2026,app-promotion-summit-london-2026-london-2026,2026-04-23,2026-04-23,London,England,United Kingdom,Marketing,Summit,London,"Mobile app marketing and growth summit for user acquisition, retention, measurement and mobile advertising teams.",https://www.marketingterms.com/conferences/,https://www.marketingterms.com/conferences/
CONV-181,CMO Summit San Francisco 2026,cmo-summit-san-francisco-2026-san-francisco-2026,2026-05-05,2026-05-06,San Francisco,CA,USA,Marketing,Summit,San Francisco,"Executive marketing leadership summit for CMOs focused on brand, demand generation, AI, measurement and growth.",https://online.marketing/digital-marketing/,https://online.marketing/digital-marketing/
CONV-182,Atomicon 2026,atomicon-2026-newcastle-upon-tyne-2026,2026-06-16,2026-06-17,Newcastle upon Tyne,England,United Kingdom,Marketing,Conference,Newcastle upon Tyne,"Marketing and business growth conference for entrepreneurs, agencies and content-led companies.",https://online.marketing/digital-marketing/,https://online.marketing/digital-marketing/
CONV-183,CS International Conference 2026,cs-international-conference-2026-brussels-2026,2026-04-20,2026-04-22,Brussels,Brussels,Belgium,Electronics,Conference,Brussels,"Compound semiconductor conference for electronics, photonics, power devices and advanced chip technologies.",https://www.topline.tv/tradeshow.cfm,https://www.topline.tv/tradeshow.cfm
CONV-184,IEEE IVEC 2026,ieee-ivec-2026-monterey-2026,2026-04-20,2026-04-23,Monterey,CA,USA,Electronics,Conference,Monterey,"Vacuum electronics conference covering electronic devices, systems, microwave technologies and advanced research.",https://www.topline.tv/tradeshow.cfm,https://www.topline.tv/tradeshow.cfm
CONV-185,Battery Cells & Systems Expo 2026,battery-cells-systems-expo-2026-birmingham-2026,2026-04-22,2026-04-23,Birmingham,England,United Kingdom,Electronics,Expo,NEC Birmingham,"Battery technology and electronics expo for energy storage, electric vehicles, manufacturing and supply chains.",https://www.topline.tv/tradeshow.cfm,https://www.topline.tv/tradeshow.cfm
CONV-186,Hannover Messe 2026,hannover-messe-2026-hannover-2026,2026-04-20,2026-04-24,Hannover,Lower Saxony,Germany,Technology,Trade Show,Hannover Exhibition Grounds,"Industrial technology trade fair covering automation, AI, robotics, energy systems and manufacturing innovation.",https://www.topline.tv/tradeshow.cfm,https://www.topline.tv/tradeshow.cfm
CONV-187,NSREC 2026,nsrec-2026-san-juan-2026,2026-07-20,2026-07-24,San Juan,Puerto Rico,USA,Electronics,Conference,San Juan,"Nuclear and space radiation effects conference for electronics, semiconductors, aerospace systems and reliability engineering.",https://www.topline.tv/tradeshow.cfm,https://www.topline.tv/tradeshow.cfm
CONV-188,Electronics Manufacturing Expo 2026,electronics-manufacturing-expo-2026-penang-2026,2026-07-22,2026-07-24,Penang,Penang,Malaysia,Electronics,Expo,Penang,"Electronics manufacturing expo focused on assembly, testing, automation, components and production technology.",https://www.topline.tv/tradeshow.cfm,https://www.topline.tv/tradeshow.cfm
CONV-189,Design Automation Conference 2026,design-automation-conference-2026-long-beach-2026,2026-07-26,2026-07-29,Long Beach,CA,USA,Electronics,Conference,Long Beach Convention Center,"Electronic design automation, semiconductor design, chip architecture and systems engineering conference.",https://www.topline.tv/tradeshow.cfm,https://www.topline.tv/tradeshow.cfm
CONV-190,ICEPT 2026,icept-2026-xi-an-2026,2026-08-05,2026-08-07,Xi’an,Shaanxi,China,Electronics,Conference,Xi’an,"International conference on electronic packaging technology for semiconductors, components and manufacturing systems.",https://www.topline.tv/tradeshow.cfm,https://www.topline.tv/tradeshow.cfm
CONV-191,Intersec 2026,intersec-2026-dubai-2026,2026-01-12,2026-01-14,Dubai,Dubai,United Arab Emirates,Technology,Trade Show,Dubai World Trade Centre,"Security, safety, cybersecurity and smart technology trade show for enterprise and public-sector buyers.",https://www.bleap.finance/blog/best-tech-events-in-the-world,https://www.bleap.finance/blog/best-tech-events-in-the-world
CONV-192,Cloud & Cyber Security Expo 2026,cloud-cyber-security-expo-2026-london-2026,2026-03-04,2026-03-05,London,England,United Kingdom,Technology,Expo,ExCeL London,"Cloud computing and cybersecurity expo for enterprise technology, infrastructure, risk and security professionals.",https://www.vfairs.com/blog/tech-trade-shows/,https://www.vfairs.com/blog/tech-trade-shows/
CONV-193,Retail Technology Show 2026,retail-technology-show-2026-london-2026,2026-04-22,2026-04-23,London,England,United Kingdom,Technology,Trade Show,ExCeL London,"Retail technology show covering commerce, payments, customer experience, AI, analytics and store operations.",https://www.vfairs.com/blog/tech-trade-shows/,https://www.vfairs.com/blog/tech-trade-shows/
CONV-194,Collision 2026,collision-2026-toronto-2026,2026-06-22,2026-06-25,Toronto,Ontario,Canada,Technology,Conference,Toronto,"Technology conference for startups, investors, enterprise software, marketing technology and innovation leaders.",https://collisionconf.com,https://collisionconf.com
CONV-195,SaaStr Annual 2026,saastr-annual-2026-san-mateo-2026,2026-09-09,2026-09-11,San Mateo,CA,USA,Business,Conference,San Mateo County Event Center,"B2B SaaS and cloud business conference for founders, operators, sales, marketing and growth teams.",https://www.saastrannual.com,https://www.saastrannual.com
CONV-196,Slush 2026,slush-2026-helsinki-2026,2026-11-18,2026-11-19,Helsinki,Uusimaa,Finland,Business,Conference,Messukeskus Helsinki,"Startup, venture capital and technology conference connecting founders, investors and operators.",https://www.slush.org,https://www.slush.org
CONV-197,TechCrunch Disrupt 2026,techcrunch-disrupt-2026-san-francisco-2026,2026-10-27,2026-10-29,San Francisco,CA,USA,Business,Conference,San Francisco,"Startup and venture capital conference covering AI, fintech, enterprise software, SaaS and growth-stage companies.",https://techcrunch.com/events,https://techcrunch.com/events
CONV-198,MoneyLive Summit 2026,moneylive-summit-2026-london-2026,2026-03-09,2026-03-10,London,England,United Kingdom,Finance,Summit,London,"Banking and payments summit for retail banking, fintech, customer experience and digital finance leaders.",https://fintechlabs.com/33-fintech-conferences-events-for-2021/,https://fintechlabs.com/33-fintech-conferences-events-for-2021/
CONV-199,FiNext Conference Dubai 2026,finext-conference-dubai-2026-dubai-2026,2026-02-11,2026-02-12,Dubai,Dubai,United Arab Emirates,Finance,Conference,Dubai,"Finance technology conference connecting fintech founders, investors, financial institutions and digital finance providers.",https://fintechlabs.com/33-fintech-conferences-events-for-2021/,https://fintechlabs.com/33-fintech-conferences-events-for-2021/
CONV-200,FinovateSpring 2026,finovatespring-2026-san-francisco-2026,2026-05-20,2026-05-22,San Francisco,CA,USA,Finance,Conference,San Francisco,"Fintech demo and networking event focused on banking innovation, payments, lending and digital financial products.",https://informaconnect.com/finovatespring,https://informaconnect.com/finovatespring
